GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000255374	12	11243886	11244912	2	1	305495	1.5503	0.060533	TAS2R43
ENSG00000256188	12	11285557	11287243	7	2	305495	0.51182	0.30439	TAS2R30
ENSG00000186136	12	11338599	11339543	7	2	305495	1.3715	0.085105	TAS2R42
ENSG00000197870	12	11418857	11422739	11	3	305495	-1.0726	0.85828	PRB3
ENSG00000230657	12	11460017	11463369	12	3	305495	1.0898	0.13791	PRB4
ENSG00000251655	12	11504757	11548500	38	18	305495	0.59881	0.27465	PRB1
ENSG00000121335	12	11544476	11653975	434	30	305495	1.0573	0.14519	PRB2
ENSG00000139083	12	11802788	12048336	612	88	305495	0.42074	0.33697	ETV6
ENSG00000121380	12	12202778	12364018	439	54	305495	1.0472	0.1475	BCL2L14
ENSG00000070018	12	12268959	12419946	347	24	305495	0.95425	0.16998	LRP6
ENSG00000111261	12	12482198	12503475	105	12	305495	0.77935	0.21789	MANSC1
ENSG00000205791	12	12508342	12510001	6	3	305495	-1.0133	0.84455	LOH12CR2
ENSG00000165714	12	12510013	12619840	374	33	305495	0.88665	0.18763	LOH12CR1
ENSG00000111266	12	12628829	12715317	233	25	305495	1.1871	0.11759	DUSP16
ENSG00000111269	12	12764761	12798042	71	8	305495	-1.5382	0.938	CREBL2
ENSG00000183150	12	12813825	12849141	82	16	305495	-1.3958	0.91861	GPR19
ENSG00000111276	12	12867992	12875305	11	4	305495	1.066	0.1432	CDKN1B
ENSG00000178878	12	12878851	12982909	267	48	305495	0.69811	0.24255	APOLD1
ENSG00000213782	12	12966250	12982915	47	11	305495	0.36848	0.35626	DDX47
ENSG00000013588	12	13043716	13070871	74	14	305495	-0.033485	0.51336	GPRC5A
ENSG00000111291	12	13093709	13105081	26	7	305495	1.5501	0.060554	GPRC5D
ENSG00000013583	12	13127798	13153207	69	8	305495	1.1896	0.1171	HEBP1
ENSG00000084444	12	13197218	13295455	195	21	305495	-0.71393	0.76236	KIAA1467
ENSG00000111305	12	13236494	13256619	21	8	305495	-0.38336	0.64928	GSG1
ENSG00000134531	12	13349650	13369708	42	10	305495	0.69262	0.24427	EMP1
ENSG00000180861	12	13524023	13540101	85	7	305495	0.25592	0.399	C12orf36
ENSG00000273079	12	13693165	14133053	1423	111	305495	1.4418	0.074682	GRIN2B
ENSG00000171681	12	14518610	14651697	346	26	305495	0.55671	0.28886	ATF7IP
ENSG00000121316	12	14656595	14721283	170	23	305495	-1.396	0.91864	PLBD1
ENSG00000070019	12	14765576	14849519	135	18	305495	-0.57303	0.71669	GUCY2C
ENSG00000197837	12	14920933	14924065	9	3	305495	-0.13883	0.55521	HIST4H4
ENSG00000246705	12	14927270	14930936	13	6	305495	-0.66434	0.74676	H2AFJ
ENSG00000084463	12	14939410	14956474	33	8	305495	1.4981	0.067049	WBP11
ENSG00000182993	12	14956506	15059520	254	13	305495	0.28348	0.3884	C12orf60
ENSG00000179256	12	14957584	14967116	26	7	305495	0.70717	0.23973	SMCO3
ENSG00000111339	12	14978503	14996429	29	8	305495	0.58322	0.27987	ART4
ENSG00000111341	12	15034115	15038860	7	1	305495	-0.013107	0.50523	MGP
ENSG00000139055	12	15066969	15092016	63	5	305495	-0.47193	0.68151	ERP27
ENSG00000111348	12	15094951	15114662	40	7	305495	0.66952	0.25158	ARHGDIB
ENSG00000139053	12	15125956	15134799	30	6	305495	0.032719	0.48695	PDE6H
ENSG00000134533	12	15260717	15501609	515	33	305495	0.17843	0.42919	RERG
ENSG00000151490	12	15475331	15750333	698	62	305495	0.75768	0.22432	PTPRO
ENSG00000151491	12	15773092	16035263	247	38	305495	0.22137	0.4124	EPS8
ENSG00000023734	12	16035325	16056412	13	4	305495	-0.078157	0.53115	STRAP
ENSG00000023697	12	16064106	16190220	199	26	305495	-2.1803	0.98538	DERA
ENSG00000188991	12	16341419	16430619	393	19	305495	-0.88687	0.81242	SLC15A5
ENSG00000008394	12	16500076	16762193	529	54	305495	-0.5275	0.70108	MGST1
ENSG00000048540	12	16701307	16763528	69	18	305495	0.11754	0.45322	LMO3
ENSG00000111404	12	18233803	18473041	959	53	305495	1.6756	0.046907	RERGL
ENSG00000139144	12	18400548	18801348	1210	62	305495	0.28879	0.38637	PIK3C2G
ENSG00000139151	12	18836103	18890991	216	23	305495	-0.4747	0.6825	PLCZ1
ENSG00000177938	12	18891045	18892121	1	1	305495	-0.21462	0.58497	CAPZA3
ENSG00000052126	12	19282648	19529334	700	38	305495	-0.23112	0.59139	PLEKHA5
ENSG00000139154	12	19556979	19873735	1643	80	305495	0.77396	0.21948	AEBP2
ENSG00000172572	12	20522179	20837315	1048	80	305495	-0.81371	0.79209	PDE3A
ENSG00000139155	12	20848289	20906320	210	24	305495	-1.3209	0.90673	SLCO1C1
ENSG00000111700	12	20963636	21243040	1450	30	305495	-1.021	0.84637	SLCO1B3
ENSG00000257046	12	20968608	21243179	1421	30	305495	-1.1881	0.88261	LST3
ENSG00000205754	12	20968673	21245679	1433	29	305495	-1.1788	0.88077	SLCO1B7
ENSG00000257062	12	21200113	21329829	525	25	305495	-1.1299	0.87075	RP11-125O5.2
ENSG00000134538	12	21284136	21392180	480	32	305495	0.29055	0.3857	SLCO1B1
ENSG00000084453	12	21417534	21572528	595	41	305495	0.83574	0.20165	SLCO1A2
ENSG00000121351	12	21507893	21532912	96	12	305495	-0.63355	0.73681	IAPP
ENSG00000121350	12	21590549	21623300	254	10	305495	-0.015148	0.50604	PYROXD1
ENSG00000004700	12	21621845	21654603	112	19	305495	1.1361	0.12796	RECQL
ENSG00000111711	12	21654715	21671342	83	13	305495	0.6635	0.25351	GOLT1B
ENSG00000134548	12	21679241	21690311	29	5	305495	-0.52264	0.69939	C12orf39
ENSG00000111713	12	21689123	21757781	271	17	305495	0.3545	0.36148	GYS2
ENSG00000111716	12	21788276	21910791	183	10	305495	0.59947	0.27443	LDHB
ENSG00000121361	12	21917889	21928515	4	2	305495	-0.13492	0.55366	KCNJ8
ENSG00000069431	12	21950335	22094336	314	36	305495	0.36921	0.35599	ABCC9
ENSG00000111726	12	22199108	22218608	35	5	305495	-0.30431	0.61956	CMAS
ENSG00000111728	12	22216707	22589975	1140	70	305495	0.7043	0.24062	ST8SIA1
ENSG00000111731	12	22601517	22697480	168	6	305495	-0.91124	0.81892	C2CD5
ENSG00000139163	12	22778009	22843599	108	9	305495	-1.4996	0.93315	ETNK1
ENSG00000134532	12	23682440	24103966	1056	121	305495	-0.046276	0.51845	SOX5
ENSG00000060982	12	24964295	25102393	538	49	305495	0.90511	0.1827	BCAT1
ENSG00000268865	12	25055243	25057615	11	4	305495	0.78238	0.21699	AC026310.1
ENSG00000226397	12	25146358	25150453	14	7	305495	-0.69498	0.75647	C12orf77
ENSG00000118308	12	25173936	25261268	355	54	305495	-0.019642	0.50784	LRMP
ENSG00000118307	12	25261354	25348096	335	24	305495	0.94767	0.17165	CASC1
ENSG00000205707	12	25348150	25362579	47	7	305495	-0.76873	0.77897	LYRM5
ENSG00000133703	12	25357723	25403870	170	15	305495	-0.44288	0.67107	KRAS
ENSG00000268076	12	25381515	25390840	42	11	305495	-0.29074	0.61438	AC087239.1
ENSG00000152936	12	25562241	25801513	950	68	305495	2.1222	0.016911	IFLTD1
ENSG00000123094	12	26111962	26232825	538	36	305495	0.09292	0.46298	RASSF8
ENSG00000123095	12	26272959	26278060	8	3	305495	0.11303	0.455	BHLHE41
ENSG00000123096	12	26274924	26452223	605	59	305495	-0.20845	0.58256	SSPN
ENSG00000123104	12	26490342	26986131	1593	109	305495	2.0915	0.018243	ITPR2
ENSG00000064102	12	27058114	27091259	72	12	305495	-0.14237	0.55661	ASUN
ENSG00000111790	12	27091316	27119583	79	15	305495	1.4744	0.070187	FGFR1OP2
ENSG00000064115	12	27126128	27167367	120	22	305495	1.6089	0.053814	TM7SF3
ENSG00000152944	12	27175479	27219276	168	18	305495	0.92588	0.17725	MED21
ENSG00000214700	12	27233991	27235447	10	4	305495	0.93483	0.17494	C12orf71
ENSG00000211455	12	27396901	27478892	278	31	305495	0.51056	0.30483	STK38L
ENSG00000029153	12	27485787	27576241	307	43	305495	-1.0586	0.8551	ARNTL2
ENSG00000165935	12	27619743	27655118	200	11	305495	1.1454	0.12601	SMCO2
ENSG00000110841	12	27676364	27848497	511	44	305495	-0.37359	0.64565	PPFIBP1
ENSG00000174236	12	27849428	27850566	2	1	305495	0.39273	0.34726	REP15
ENSG00000061794	12	27863706	27909228	108	12	305495	1.1573	0.12357	MRPS35
ENSG00000205693	12	27915671	27924209	38	3	305495	1.3269	0.092273	MANSC4
ENSG00000087448	12	27932953	27955973	47	11	305495	1.8396	0.032911	KLHL42
ENSG00000087494	12	28111017	28125638	49	9	305495	-0.91916	0.82099	PTHLH
ENSG00000123106	12	28286182	28732883	1336	23	305495	1.2321	0.10896	CCDC91
ENSG00000064763	12	29302036	29493913	662	31	305495	1.319	0.093584	FAR2
ENSG00000087502	12	29490285	29534122	89	10	305495	1.3893	0.082366	ERGIC2
ENSG00000257599	12	29542227	29640421	386	24	305495	-0.70645	0.76005	OVCH1-AS1
ENSG00000187950	12	29565407	29650619	313	23	305495	-0.35406	0.63835	OVCH1
ENSG00000133687	12	29653773	29937692	1120	91	305495	1.7557	0.039569	TMTC1
ENSG00000133704	12	30781922	30848920	221	13	305495	-1.0205	0.84626	IPO8
ENSG00000110888	12	30862486	30907885	144	14	305495	-0.96742	0.83333	CAPRIN2
ENSG00000110900	12	31079362	31149534	270	41	305495	1.2539	0.10493	TSPAN11
ENSG00000013573	12	31226779	31257725	154	6	305495	0.021569	0.4914	DDX11
ENSG00000139146	12	31433518	31479992	37	8	305495	-0.69507	0.75649	FAM60A
ENSG00000170456	12	31535157	31744031	860	35	305495	-0.55295	0.70985	DENND5B
ENSG00000139160	12	31800094	31826048	74	17	305495	0.071533	0.47149	METTL20
ENSG00000151743	12	31824071	31882108	150	25	305495	0.72313	0.2348	AMN1
ENSG00000188375	12	31944123	31945175	6	3	305495	-0.74965	0.77327	H3F3C
ENSG00000174718	12	32112304	32146039	150	20	305495	0.33458	0.36897	KIAA1551
ENSG00000151746	12	32259769	32536567	1238	68	305495	0.71748	0.23654	BICD1
ENSG00000139132	12	32552463	32798984	1007	62	305495	0.081177	0.46765	FGD4
ENSG00000087470	12	32832134	32898486	299	5	305495	1.1446	0.12619	DNM1L
ENSG00000139131	12	32880424	32908836	86	6	305495	1.2566	0.10444	YARS2
ENSG00000057294	12	32943679	33049774	341	30	305495	1.4695	0.070843	PKP2
ENSG00000110975	12	33527173	33592754	234	20	305495	0.043752	0.48255	SYT10
ENSG00000139133	12	34175216	34182629	23	4	305495	1.1624	0.12253	ALG10
ENSG00000175548	12	38710380	38717784	22	4	305495	2.769	0.0028112	ALG10B
ENSG00000139117	12	39040624	39301232	743	33	305495	2.4527	0.0070902	CPNE8
ENSG00000139116	12	39687030	39837192	258	20	305495	-1.2052	0.88593	KIF21A
ENSG00000173208	12	39943835	40013553	150	18	305495	-0.53277	0.7029	ABCD2
ENSG00000180116	12	40019969	40302102	757	32	305495	-0.29311	0.61528	C12orf40
ENSG00000151229	12	40148823	40499891	942	71	305495	0.77099	0.22036	SLC2A13
ENSG00000188906	12	40590546	40763087	640	39	305495	-0.47103	0.68119	LRRK2
ENSG00000205592	12	40787197	40964632	995	39	305495	-0.33712	0.63199	MUC19
ENSG00000018236	12	41086244	41466220	1370	65	305495	-0.4873	0.68698	CNTN1
ENSG00000165966	12	41582250	41968392	1340	48	305495	-1.2204	0.88884	PDZRN4
ENSG00000151233	12	42475647	42538681	161	15	305495	1.1977	0.11552	GXYLT1
ENSG00000015153	12	42550906	42632151	165	17	305495	0.98047	0.16343	YAF2
ENSG00000269367	12	42624050	42628075	6	3	305495	0.46427	0.32123	AC020629.1
ENSG00000134283	12	42632249	42853517	630	20	305495	-0.24621	0.59724	PPHLN1
ENSG00000139168	12	42705880	42719920	31	6	305495	0.024174	0.49036	ZCRB1
ENSG00000139174	12	42852140	42984157	401	49	305495	2.0535	0.020013	PRICKLE1
ENSG00000173157	12	43747669	43945724	665	35	305495	-0.078324	0.53121	ADAMTS20
ENSG00000129317	12	44122410	44152620	104	9	305495	0.86549	0.19339	PUS7L
ENSG00000198001	12	44152747	44183346	83	9	305495	0.96506	0.16726	IRAK4
ENSG00000151239	12	44187526	44200178	27	7	305495	1.2284	0.10966	TWF1
ENSG00000139173	12	44229770	44783545	1608	55	305495	-0.58852	0.72191	TMEM117
ENSG00000184613	12	44902058	45315631	1016	53	305495	-0.10102	0.54023	NELL2
ENSG00000185610	12	45408455	45444882	127	14	305495	0.44954	0.32652	DBX2
ENSG00000177119	12	45609770	45834187	600	24	305495	1.1285	0.12955	ANO6
ENSG00000189079	12	46123448	46301823	160	19	305495	-0.98574	0.83787	ARID2
ENSG00000139218	12	46312914	46385903	100	16	305495	-0.1824	0.57237	SCAF11
ENSG00000111371	12	46576846	46663800	191	35	305495	-0.55068	0.70907	SLC38A1
ENSG00000134294	12	46751972	46766650	27	5	305495	1.7887	0.036831	SLC38A2
ENSG00000139209	12	47158546	47226191	214	30	305495	0.39456	0.34659	SLC38A4
ENSG00000139211	12	47469490	47473734	10	4	305495	-1.4961	0.93268	AMIGO2
ENSG00000179715	12	47473386	47630443	470	49	305495	-1.0286	0.84817	PCED1B
ENSG00000005175	12	48057070	48099844	81	13	305495	-0.69207	0.75555	RPAP3
ENSG00000111405	12	48103517	48119350	44	9	305495	0.14419	0.44268	ENDOU
ENSG00000079337	12	48128455	48164823	116	20	305495	-0.81418	0.79223	RAPGEF3
ENSG00000211584	12	48147699	48176536	78	14	305495	-0.53624	0.7041	SLC48A1
ENSG00000061273	12	48176505	48226915	146	27	305495	-0.94325	0.82722	HDAC7
ENSG00000268069	12	48178706	48179787	10	3	305495	0.4179	0.33801	AC004466.1
ENSG00000111424	12	48235320	48336831	286	40	305495	1.8048	0.035552	VDR
ENSG00000134291	12	48357352	48362661	14	5	305495	2.6509	0.0040136	TMEM106C
ENSG00000139219	12	48366748	48398269	118	14	305495	1.3072	0.095574	COL2A1
ENSG00000257955	12	48413554	48419165	26	4	305495	0.4243	0.33567	RP1-228P16.5
ENSG00000079387	12	48436681	48500091	186	16	305495	0.61525	0.26919	SENP1
ENSG00000152556	12	48498922	48540187	105	13	305495	0.58244	0.28013	PFKM
ENSG00000177981	12	48541571	48574996	96	13	305495	0.61687	0.26866	ASB8
ENSG00000177875	12	48577366	48579709	5	2	305495	1.4556	0.072749	C12orf68
ENSG00000269514	12	48592170	48595814	28	5	305495	0.68848	0.24558	DKFZP779L1853
ENSG00000172640	12	48596081	48597170	12	2	305495	0.23776	0.40603	OR10AD1
ENSG00000187166	12	48722763	48724062	8	4	305495	0.1073	0.45727	H1FNT
ENSG00000167528	12	48733791	48745197	41	8	305495	0.75343	0.22559	ZNF641
ENSG00000139223	12	48866448	48866843	2	1	305495	-1.7014	0.95556	ANP32D
ENSG00000177627	12	48876286	48890295	63	8	305495	-0.026128	0.51042	C12orf54
ENSG00000197376	12	48901137	48923680	109	12	305495	-0.77067	0.77955	OR8S1
ENSG00000167531	12	48961467	48963849	3	2	305495	-1.9021	0.97142	LALBA
ENSG00000139620	12	49047184	49076021	71	8	305495	1.2478	0.10604	KANSL2
ENSG00000129315	12	49082247	49110681	65	8	305495	1.206	0.11391	CCNT1
ENSG00000257987	12	49121218	49159569	71	11	305495	0.51514	0.30323	LINC00935
ENSG00000174233	12	49159975	49182820	38	4	305495	-0.080526	0.53209	ADCY6
ENSG00000167535	12	49207577	49222724	27	10	305495	-2.0598	0.98029	CACNB3
ENSG00000174243	12	49223547	49246625	46	7	305495	-1.8643	0.96886	DDX23
ENSG00000172602	12	49250928	49259681	18	6	305495	-0.40641	0.65778	RND1
ENSG00000272822	12	49297286	49351148	178	9	305495	0.56128	0.2873	RP11-302B13.5
ENSG00000139537	12	49297893	49325623	85	6	305495	0.46006	0.32274	CCDC65
ENSG00000134285	12	49315301	49320257	10	2	305495	0.61378	0.26968	FKBP11
ENSG00000255863	12	49315767	49333446	43	5	305495	0.41464	0.3392	AC073610.5
ENSG00000134287	12	49329506	49351334	78	7	305495	0.69455	0.24367	ARF3
ENSG00000169884	12	49359123	49365546	10	4	305495	1.0944	0.1369	WNT10B
ENSG00000181418	12	49388932	49393092	7	3	305495	-0.85736	0.80438	DDN
ENSG00000181929	12	49396057	49412980	17	2	305495	-0.2923	0.61497	PRKAG1
ENSG00000167548	12	49412758	49453557	40	7	305495	-0.59948	0.72557	KMT2D
ENSG00000167550	12	49458468	49463808	6	2	305495	0.51606	0.30291	RHEBL1
ENSG00000139549	12	49483204	49488602	5	3	305495	-1.0415	0.85118	DHH
ENSG00000139636	12	49490919	49504683	13	3	305495	-0.12748	0.55072	LMBR1L
ENSG00000123416	12	49521565	49525180	8	1	305495	-0.547	0.70781	TUBA1B
ENSG00000167552	12	49578579	49583107	8	2	305495	-0.32463	0.62727	TUBA1A
ENSG00000167553	12	49582519	49667114	154	25	305495	1.6342	0.051106	TUBA1C
ENSG00000135406	12	49687035	49692465	11	3	305495	2.3661	0.008989	PRPH
ENSG00000135451	12	49717019	49725514	21	6	305495	2.4447	0.0072477	TROAP
ENSG00000186897	12	49726200	49730971	10	4	305495	1.2146	0.11226	C1QL4
ENSG00000178401	12	49740700	49751309	32	2	305495	0.9351	0.17487	DNAJC22
ENSG00000123352	12	49760367	49921205	363	21	305495	1.1264	0.13	SPATS2
ENSG00000135519	12	49932940	49952091	36	5	305495	2.3301	0.0099008	KCNH3
ENSG00000187778	12	49950327	49961936	20	4	305495	2.1267	0.016725	MCRS1
ENSG00000110844	12	49962001	50038449	98	11	305495	2.3153	0.010299	PRPF40B
ENSG00000135436	12	49976668	49999422	33	7	305495	2.2923	0.010943	FAM186B
ENSG00000161791	12	50031724	50101948	115	9	305495	2.4999	0.0062121	FMNL3
ENSG00000139644	12	50101508	50158717	183	11	305495	1.975	0.024137	TMBIM6
ENSG00000167566	12	50184929	50222533	105	11	305495	-0.39335	0.65297	NCKAP5L
ENSG00000186666	12	50231573	50236912	12	3	305495	0.57719	0.28191	BCDIN3D
ENSG00000135472	12	50260679	50298000	108	19	305495	0.49638	0.30981	FAIM2
ENSG00000167580	12	50344524	50352664	25	4	305495	-0.036673	0.51463	AQP2
ENSG00000161798	12	50355653	50359464	2	1	305495	-0.39998	0.65542	AQP5
ENSG00000086159	12	50360977	50370922	16	5	305495	1.4534	0.073054	AQP6
ENSG00000161800	12	50370706	50426919	84	3	305495	0.59863	0.27471	RACGAP1
ENSG00000110881	12	50451331	50477394	49	7	305495	0.28747	0.38688	ASIC1
ENSG00000066117	12	50478755	50494495	21	4	305495	-1.4944	0.93246	SMARCD1
ENSG00000167588	12	50497602	50505102	8	4	305495	-0.86138	0.80548	GPD1
ENSG00000178449	12	50505762	50514240	24	3	305495	1.3187	0.093636	COX14
ENSG00000139624	12	50523575	50561288	68	6	305495	0.71397	0.23762	CERS5
ENSG00000050405	12	50569571	50677329	137	8	305495	1.2821	0.099903	LIMA1
ENSG00000269529	12	50690489	50691718	5	2	305495	2.0316	0.021095	AC140061.12
ENSG00000185958	12	50720013	50790405	125	8	305495	2.1156	0.01719	FAM186A
ENSG00000161813	12	50786166	50873787	164	10	305495	2.4761	0.0066422	LARP4
ENSG00000066084	12	50898768	51142450	467	25	305495	0.82342	0.20514	DIP2B
ENSG00000123268	12	51157493	51214905	123	12	305495	0.69657	0.24304	ATF1
ENSG00000186452	12	51236703	51281667	154	9	305495	0.76702	0.22153	TMPRSS12
ENSG00000185432	12	51317255	51326300	12	4	305495	2.0838	0.01859	METTL7A
ENSG00000214511	12	51347705	51364289	93	9	305495	1.6339	0.051141	HIGD1C
ENSG00000110911	12	51373184	51422349	136	11	305495	1.3544	0.087801	SLC11A2
ENSG00000050426	12	51441745	51454207	36	5	305495	1.3122	0.094727	LETMD1
ENSG00000110925	12	51454990	51477447	58	10	305495	1.2585	0.10411	CSRNP2
ENSG00000135457	12	51487446	51566926	238	20	305495	0.60573	0.27235	TFCP2
ENSG00000184271	12	51580719	51611477	67	10	305495	-0.52014	0.69852	POU6F1
ENSG00000183283	12	51632076	51665146	85	10	305495	-0.12813	0.55098	DAZAP2
ENSG00000170545	12	51638342	51664674	69	8	305495	-0.080071	0.53191	SMAGP
ENSG00000110934	12	51674822	51718452	166	11	305495	-0.33486	0.63113	BIN2
ENSG00000139610	12	51722227	51740463	48	7	305495	-0.5456	0.70733	CELA1
ENSG00000139629	12	51745031	51786651	80	19	305495	0.78272	0.2169	GALNT6
ENSG00000050438	12	51785101	51902980	286	21	305495	-0.96463	0.83264	SLC4A8
ENSG00000196876	12	51984050	52206648	401	31	305495	0.50376	0.30722	SCN8A
ENSG00000260415	12	52203789	52206636	5	2	305495	-0.57301	0.71668	AC068987.1
ENSG00000167612	12	52281744	52285448	17	5	305495	-0.63804	0.73828	ANKRD33
ENSG00000139567	12	52300692	52317145	47	11	305495	0.32771	0.37157	ACVRL1
ENSG00000135503	12	52345451	52390862	85	13	305495	0.6809	0.24797	ACVR1B
ENSG00000161835	12	52400724	52409673	16	9	305495	-1.0501	0.85317	GRASP
ENSG00000123358	12	52416616	52453291	78	17	305495	-0.35029	0.63694	NR4A1
ENSG00000123395	12	52463030	52471278	32	5	305495	-0.83299	0.79757	C12orf44
ENSG00000167767	12	52562780	52585784	50	15	305495	-1.3533	0.91201	KRT80
ENSG00000135480	12	52626304	52645970	51	9	305495	-1.1099	0.86647	KRT7
ENSG00000170442	12	52643084	52702947	219	23	305495	0.56392	0.2864	KRT86
ENSG00000205426	12	52679697	52685318	15	3	305495	-0.37389	0.64576	KRT81
ENSG00000170523	12	52708085	52715182	54	5	305495	-0.17944	0.57121	KRT83
ENSG00000267873	12	52709128	52709790	3	2	305495	-0.24044	0.59501	AC121757.1
ENSG00000135443	12	52753790	52761265	25	8	305495	1.7532	0.039787	KRT85
ENSG00000161849	12	52771596	52779436	59	4	305495	1.8482	0.032286	KRT84
ENSG00000161850	12	52787715	52800139	47	9	305495	1.804	0.035615	KRT82
ENSG00000170454	12	52817854	52828309	33	6	305495	1.543	0.061412	KRT75
ENSG00000185479	12	52840435	52845910	12	3	305495	1.2224	0.11078	KRT6B
ENSG00000170465	12	52862300	52867569	33	4	305495	0.82218	0.20549	KRT6C
ENSG00000205420	12	52880958	52887041	43	6	305495	1.3687	0.085552	KRT6A
ENSG00000186081	12	52908359	52914471	22	2	305495	0.69183	0.24452	KRT5
ENSG00000139648	12	52937693	52946931	41	5	305495	0.75032	0.22653	KRT71
ENSG00000170484	12	52959566	52967609	57	13	305495	2.236	0.012676	KRT74
ENSG00000170486	12	52979373	52995322	86	12	305495	1.0879	0.13832	KRT72
ENSG00000186049	12	53001354	53012343	36	11	305495	0.90302	0.18326	KRT73
ENSG00000172867	12	53038342	53045948	12	4	305495	0.77735	0.21848	KRT2
ENSG00000167768	12	53068520	53074191	17	5	305495	1.7164	0.043042	KRT1
ENSG00000189182	12	53083410	53097247	37	8	305495	-0.88135	0.81094	KRT77
ENSG00000185069	12	53161939	53171129	30	6	305495	0.90336	0.18317	KRT76
ENSG00000186442	12	53183469	53189901	15	5	305495	-0.25819	0.60187	KRT3
ENSG00000170477	12	53200333	53208335	19	5	305495	0.92475	0.17755	KRT4
ENSG00000185640	12	53215194	53228079	27	8	305495	0.56082	0.28746	KRT79
ENSG00000170423	12	53231588	53242876	54	5	305495	-0.72738	0.7665	KRT78
ENSG00000170421	12	53290977	53343738	156	19	305495	2.0845	0.018559	KRT8
ENSG00000111057	12	53342655	53346685	5	3	305495	2.4608	0.006931	KRT18
ENSG00000063046	12	53399942	53435993	117	6	305495	0.37459	0.35398	EIF4B
ENSG00000111077	12	53440753	53458156	42	10	305495	0.75973	0.22371	TENC1
ENSG00000167778	12	53458388	53473204	30	8	305495	1.0785	0.14041	SPRYD3
ENSG00000167779	12	53491220	53496129	5	2	305495	-0.065026	0.52592	IGFBP6
ENSG00000167780	12	53497302	53518322	109	8	305495	1.0191	0.15407	SOAT2
ENSG00000139631	12	53551447	53575135	35	4	305495	-0.60108	0.72611	CSAD
ENSG00000139651	12	53574484	53584596	26	5	305495	0.044233	0.48236	ZNF740
ENSG00000139626	12	53585102	53601091	26	6	305495	-0.036884	0.51471	ITGB7
ENSG00000172819	12	53604354	53626764	41	9	305495	2.6056	0.0045853	RARG
ENSG00000182544	12	53645035	53648189	10	3	305495	1.8805	0.030023	MFSD5
ENSG00000135476	12	53662083	53687427	52	7	305495	1.8922	0.029235	ESPL1
ENSG00000123349	12	53689075	53693234	10	2	305495	3.7136	0.00010216	PFDN5
ENSG00000139637	12	53693470	53700961	11	3	305495	3.8873	5.0673e-05	C12orf10
ENSG00000094914	12	53701240	53718648	26	3	305495	3.91	4.6149e-05	AAAS
ENSG00000170374	12	53720362	53739099	34	6	305495	1.8081	0.035298	SP7
ENSG00000185591	12	53773960	53810230	99	8	305495	3.1338	0.00086275	SP1
ENSG00000135409	12	53817639	53825318	19	3	305495	2.7249	0.0032165	AMHR2
ENSG00000205352	12	53835389	53840429	5	2	305495	3.5362	0.00020294	PRR13
ENSG00000197111	12	53835525	53874946	39	9	305495	3.1383	0.00084965	PCBP2
ENSG00000139625	12	53874274	53893847	16	9	305495	3.0029	0.001337	MAP3K12
ENSG00000139546	12	53894705	53900215	4	2	305495	0.71834	0.23627	TARBP2
ENSG00000267281	12	53900472	54019763	222	16	305495	0.56931	0.28457	RP11-793H13.10
ENSG00000139574	12	53900474	53901422	1	1	305495	-0.764	0.77756	NPFF
ENSG00000170653	12	53901640	54020199	221	16	305495	0.57488	0.28269	ATF7
ENSG00000135390	12	54026510	54071192	136	10	305495	0.59332	0.27648	ATP5G2
ENSG00000012822	12	54104903	54121529	42	8	305495	0.41437	0.3393	CALCOCO1
ENSG00000123364	12	54332535	54340328	19	4	305495	-2.5067	0.99391	HOXC13
ENSG00000123407	12	54348618	54352740	11	3	305495	-1.3419	0.91018	HOXC12
ENSG00000123388	12	54366910	54371427	5	1	305495	1.9574	0.025153	HOXC11
ENSG00000180818	12	54378849	54384063	6	3	305495	1.2176	0.11168	HOXC10
ENSG00000273049	12	54379629	54428672	80	13	305495	0.36282	0.35837	RP11-834C11.12
ENSG00000197757	12	54384408	54424607	65	12	305495	0.38067	0.35172	HOXC6
ENSG00000180806	12	54388679	54397121	12	3	305495	1.0119	0.15579	HOXC9
ENSG00000037965	12	54402832	54407570	2	1	305495	-0.59811	0.72512	HOXC8
ENSG00000198353	12	54410715	54449813	64	9	305495	0.63395	0.26306	HOXC4
ENSG00000172789	12	54426637	54429142	6	2	305495	-1.2296	0.89058	HOXC5
ENSG00000273266	12	54447661	54449814	4	2	305495	1.7471	0.040308	HOXC4
ENSG00000123415	12	54558529	54582778	61	8	305495	-0.66353	0.7465	SMUG1
ENSG00000094916	12	54624724	54673886	46	8	305495	0.83143	0.20287	CBX5
ENSG00000135486	12	54673977	54680872	5	2	305495	0.75367	0.22552	HNRNPA1
ENSG00000123405	12	54685895	54694905	8	4	305495	0.7996	0.21197	NFE2
ENSG00000111481	12	54694986	54745633	56	6	305495	0.77618	0.21882	COPZ1
ENSG00000161642	12	54762917	54785082	39	8	305495	1.8487	0.03225	ZNF385A
ENSG00000161638	12	54789045	54813244	50	6	305495	1.9855	0.023543	ITGA5
ENSG00000170627	12	54849734	54867386	57	6	305495	1.0236	0.15301	GTSF1
ENSG00000123338	12	54891495	54937726	117	29	305495	0.34562	0.36481	NCKAP1L
ENSG00000123360	12	54943134	54973023	78	20	305495	1.8165	0.034645	PDE1B
ENSG00000135447	12	54969171	54982443	37	8	305495	0.23926	0.40545	PPP1R1A
